datetime,pickup_zone,ride_requests,temperature,humidity,is_raining,hour_of_day,day_of_week,is_weekend,month
2022-12-18 12:00:00,Mumbai_Bandra,22,21.4,88.1,0,12,6,True,12
2022-12-18 16:00:00,Mumbai_Bandra,17,43.3,72.6,0,16,6,True,12
2022-12-18 20:00:00,Mumbai_Bandra,39,24.7,84.1,0,20,6,True,12
2022-12-19 00:00:00,Mumbai_Bandra,33,33.1,89.6,0,0,0,False,12
2022-12-19 04:00:00,Mumbai_Bandra,21,31.0,60.3,0,4,0,False,12
2022-12-19 08:00:00,Mumbai_Bandra,38,13.2,82.7,0,8,0,False,12
2022-12-19 12:00:00,Mumbai_Bandra,25,28.2,78.8,0,12,0,False,12
2022-12-19 16:00:00,Mumbai_Bandra,25,27.3,77.9,0,16,0,False,12
2022-12-19 20:00:00,Mumbai_Bandra,52,30.7,61.9,1,20,0,False,12
2022-12-20 00:00:00,Mumbai_Bandra,25,27.3,61.5,0,0,1,False,12
2022-12-20 04:00:00,Mumbai_Bandra,29,31.5,84.7,0,4,1,False,12
2022-12-20 08:00:00,Mumbai_Bandra,33,21.9,66.9,0,8,1,False,12
2022-12-20 12:00:00,Mumbai_Bandra,29,36.3,64.3,0,12,1,False,12
2022-12-20 16:00:00,Mumbai_Bandra,33,25.6,75.9,0,16,1,False,12
2022-12-20 20:00:00,Mumbai_Bandra,46,31.4,70.0,0,20,1,False,12
2022-12-21 00:00:00,Mumbai_Bandra,26,27.0,80.1,0,0,2,False,12
2022-12-21 04:00:00,Mumbai_Bandra,23,25.9,86.5,0,4,2,False,12
2022-12-21 08:00:00,Mumbai_Bandra,36,23.0,64.4,0,8,2,False,12
2022-12-21 12:00:00,Mumbai_Bandra,24,45.1,70.8,0,12,2,False,12
2022-12-21 16:00:00,Mumbai_Bandra,28,21.3,71.1,0,16,2,False,12
2022-12-21 20:00:00,Mumbai_Bandra,50,35.8,81.6,0,20,2,False,12
2022-12-22 00:00:00,Mumbai_Bandra,24,36.7,72.6,0,0,3,False,12
2022-12-22 04:00:00,Mumbai_Bandra,27,34.4,74.2,0,4,3,False,12
2022-12-22 08:00:00,Mumbai_Bandra,41,24.6,77.7,0,8,3,False,12
2022-12-22 12:00:00,Mumbai_Bandra,27,41.1,69.1,0,12,3,False,12
2022-12-22 16:00:00,Mumbai_Bandra,31,34.6,64.9,0,16,3,False,12
2022-12-22 20:00:00,Mumbai_Bandra,47,32.2,65.0,0,20,3,False,12
2022-12-23 00:00:00,Mumbai_Bandra,27,18.8,65.4,0,0,4,False,12
2022-12-23 04:00:00,Mumbai_Bandra,27,25.6,76.9,0,4,4,False,12
2022-12-23 08:00:00,Mumbai_Bandra,34,31.6,77.1,0,8,4,False,12
2022-12-23 12:00:00,Mumbai_Bandra,26,24.1,84.5,0,12,4,False,12
2022-12-23 16:00:00,Mumbai_Bandra,24,26.5,89.4,0,16,4,False,12
2022-12-23 20:00:00,Mumbai_Bandra,37,19.8,70.1,0,20,4,False,12
2022-12-24 00:00:00,Mumbai_Bandra,21,38.2,65.7,0,0,5,True,12
2022-12-24 04:00:00,Mumbai_Bandra,22,30.1,64.5,0,4,5,True,12
2022-12-24 08:00:00,Mumbai_Bandra,34,27.2,71.6,1,8,5,True,12
2022-12-24 12:00:00,Mumbai_Bandra,17,23.4,61.3,0,12,5,True,12
2022-12-24 16:00:00,Mumbai_Bandra,22,28.9,85.8,0,16,5,True,12
2022-12-24 20:00:00,Mumbai_Bandra,37,22.0,85.0,0,20,5,True,12
2022-12-25 00:00:00,Mumbai_Bandra,21,17.7,67.6,0,0,6,True,12
2022-12-25 04:00:00,Mumbai_Bandra,22,32.1,75.1,0,4,6,True,12
2022-12-25 08:00:00,Mumbai_Bandra,30,23.1,77.1,1,8,6,True,12
2022-12-25 12:00:00,Mumbai_Bandra,21,27.9,83.7,0,12,6,True,12
2022-12-25 16:00:00,Mumbai_Bandra,18,16.2,72.8,0,16,6,True,12
2022-12-25 20:00:00,Mumbai_Bandra,28,33.8,83.5,0,20,6,True,12
2022-12-26 00:00:00,Mumbai_Bandra,25,27.4,76.2,0,0,0,False,12
2022-12-26 04:00:00,Mumbai_Bandra,27,29.5,65.0,0,4,0,False,12
2022-12-26 08:00:00,Mumbai_Bandra,35,42.8,87.1,0,8,0,False,12
2022-12-26 12:00:00,Mumbai_Bandra,22,15.4,80.6,0,12,0,False,12
2022-12-26 16:00:00,Mumbai_Bandra,23,23.3,60.2,0,16,0,False,12
2022-12-26 20:00:00,Mumbai_Bandra,53,17.1,80.1,0,20,0,False,12
2022-12-27 00:00:00,Mumbai_Bandra,27,13.8,87.6,0,0,1,False,12
2022-12-27 04:00:00,Mumbai_Bandra,30,27.0,85.9,0,4,1,False,12
2022-12-27 08:00:00,Mumbai_Bandra,45,34.8,75.0,0,8,1,False,12
2022-12-27 12:00:00,Mumbai_Bandra,28,27.7,75.5,0,12,1,False,12
2022-12-27 16:00:00,Mumbai_Bandra,30,40.1,74.3,0,16,1,False,12
2022-12-27 20:00:00,Mumbai_Bandra,56,22.6,63.1,0,20,1,False,12
2022-12-28 00:00:00,Mumbai_Bandra,24,36.2,80.0,0,0,2,False,12
2022-12-28 04:00:00,Mumbai_Bandra,27,16.8,79.7,0,4,2,False,12
2022-12-28 08:00:00,Mumbai_Bandra,36,21.7,83.6,0,8,2,False,12
2022-12-28 12:00:00,Mumbai_Bandra,30,14.8,60.0,0,12,2,False,12
2022-12-28 16:00:00,Mumbai_Bandra,24,27.4,67.8,0,16,2,False,12
2022-12-28 20:00:00,Mumbai_Bandra,53,27.9,82.1,0,20,2,False,12
2022-12-29 00:00:00,Mumbai_Bandra,33,34.4,76.3,0,0,3,False,12
2022-12-29 04:00:00,Mumbai_Bandra,31,37.0,64.6,0,4,3,False,12
2022-12-29 08:00:00,Mumbai_Bandra,44,21.8,81.7,0,8,3,False,12
2022-12-29 12:00:00,Mumbai_Bandra,31,31.1,88.1,0,12,3,False,12
2022-12-29 16:00:00,Mumbai_Bandra,26,25.0,85.6,1,16,3,False,12
2022-12-29 20:00:00,Mumbai_Bandra,49,19.1,87.1,0,20,3,False,12
2022-12-30 00:00:00,Mumbai_Bandra,30,26.5,61.2,0,0,4,False,12
2022-12-30 04:00:00,Mumbai_Bandra,29,18.1,68.1,0,4,4,False,12
2022-12-30 08:00:00,Mumbai_Bandra,36,41.2,72.9,0,8,4,False,12
2022-12-30 12:00:00,Mumbai_Bandra,34,39.0,75.0,0,12,4,False,12
2022-12-30 16:00:00,Mumbai_Bandra,28,25.4,62.3,0,16,4,False,12
2022-12-30 20:00:00,Mumbai_Bandra,37,27.2,71.2,0,20,4,False,12
2022-12-31 00:00:00,Mumbai_Bandra,19,23.9,85.1,0,0,5,True,12
2022-12-31 04:00:00,Mumbai_Bandra,22,20.1,83.7,0,4,5,True,12
2022-12-31 08:00:00,Mumbai_Bandra,31,36.4,69.1,0,8,5,True,12
2022-12-31 12:00:00,Mumbai_Bandra,17,49.9,65.1,1,12,5,True,12
2022-12-31 16:00:00,Mumbai_Bandra,19,32.0,70.3,0,16,5,True,12
2022-12-31 20:00:00,Mumbai_Bandra,32,33.7,85.3,0,20,5,True,12
2023-01-01 00:00:00,Mumbai_Bandra,21,28.1,84.0,0,0,6,True,1
2023-01-01 04:00:00,Mumbai_Bandra,23,38.5,77.6,0,4,6,True,1
2023-01-01 08:00:00,Mumbai_Bandra,29,24.2,75.1,0,8,6,True,1
2023-01-01 12:00:00,Mumbai_Bandra,22,32.4,84.6,1,12,6,True,1
2023-01-01 16:00:00,Mumbai_Bandra,25,19.4,85.5,0,16,6,True,1
2023-01-01 20:00:00,Mumbai_Bandra,39,29.3,72.4,0,20,6,True,1
2023-01-02 00:00:00,Mumbai_Bandra,27,31.9,74.5,0,0,0,False,1
2023-01-02 04:00:00,Mumbai_Bandra,24,10.9,88.7,1,4,0,False,1
2023-01-02 08:00:00,Mumbai_Bandra,44,22.5,69.6,0,8,0,False,1
2023-01-02 12:00:00,Mumbai_Bandra,29,19.7,73.9,0,12,0,False,1
2023-01-02 16:00:00,Mumbai_Bandra,22,51.5,85.4,0,16,0,False,1
2023-01-02 20:00:00,Mumbai_Bandra,46,28.1,70.6,0,20,0,False,1
2023-01-03 00:00:00,Mumbai_Bandra,22,25.0,71.0,0,0,1,False,1
2023-01-03 04:00:00,Mumbai_Bandra,32,4.7,74.8,0,4,1,False,1
2023-01-03 08:00:00,Mumbai_Bandra,33,12.8,77.5,0,8,1,False,1
2023-01-03 12:00:00,Mumbai_Bandra,24,30.1,89.4,0,12,1,False,1
2023-01-03 16:00:00,Mumbai_Bandra,26,23.9,80.1,0,16,1,False,1
2023-01-03 20:00:00,Mumbai_Bandra,50,12.0,65.6,1,20,1,False,1
2023-01-04 00:00:00,Mumbai_Bandra,27,32.6,69.9,0,0,2,False,1
2023-01-04 04:00:00,Mumbai_Bandra,27,19.0,84.1,0,4,2,False,1
2023-01-04 08:00:00,Mumbai_Bandra,38,33.5,74.9,0,8,2,False,1
2023-01-04 12:00:00,Mumbai_Bandra,28,6.9,84.1,0,12,2,False,1
2023-01-04 16:00:00,Mumbai_Bandra,25,32.9,78.1,0,16,2,False,1
2023-01-04 20:00:00,Mumbai_Bandra,53,32.2,73.0,0,20,2,False,1
2023-01-05 00:00:00,Mumbai_Bandra,23,23.2,85.1,0,0,3,False,1
2023-01-05 04:00:00,Mumbai_Bandra,27,35.3,71.9,0,4,3,False,1
2023-01-05 08:00:00,Mumbai_Bandra,37,29.3,72.2,0,8,3,False,1
2023-01-05 12:00:00,Mumbai_Bandra,35,18.1,85.9,1,12,3,False,1
2023-01-05 16:00:00,Mumbai_Bandra,26,18.3,67.6,0,16,3,False,1
2023-01-05 20:00:00,Mumbai_Bandra,52,12.8,84.7,0,20,3,False,1
2023-01-06 00:00:00,Mumbai_Bandra,30,18.1,61.1,0,0,4,False,1
2023-01-06 04:00:00,Mumbai_Bandra,30,24.2,62.7,0,4,4,False,1
2023-01-06 08:00:00,Mumbai_Bandra,35,31.3,66.4,1,8,4,False,1
2023-01-06 12:00:00,Mumbai_Bandra,35,25.9,87.8,0,12,4,False,1
2023-01-06 16:00:00,Mumbai_Bandra,21,25.1,67.0,0,16,4,False,1
2023-01-06 20:00:00,Mumbai_Bandra,40,37.5,62.1,0,20,4,False,1
2023-01-07 00:00:00,Mumbai_Bandra,19,30.7,67.5,0,0,5,True,1
2023-01-07 04:00:00,Mumbai_Bandra,21,7.8,79.5,0,4,5,True,1
2023-01-07 08:00:00,Mumbai_Bandra,27,26.2,68.3,1,8,5,True,1
2023-01-07 12:00:00,Mumbai_Bandra,17,36.7,84.4,0,12,5,True,1
2023-01-07 16:00:00,Mumbai_Bandra,20,30.0,66.0,1,16,5,True,1
2023-01-07 20:00:00,Mumbai_Bandra,34,10.4,85.3,0,20,5,True,1
2023-01-08 00:00:00,Mumbai_Bandra,19,31.0,67.6,0,0,6,True,1
2023-01-08 04:00:00,Mumbai_Bandra,22,20.6,69.7,0,4,6,True,1
2023-01-08 08:00:00,Mumbai_Bandra,30,38.4,61.2,0,8,6,True,1
2023-01-08 12:00:00,Mumbai_Bandra,23,32.5,80.7,0,12,6,True,1
2023-01-08 16:00:00,Mumbai_Bandra,17,40.2,73.7,0,16,6,True,1
2023-01-08 20:00:00,Mumbai_Bandra,29,31.3,85.4,0,20,6,True,1
2023-01-09 00:00:00,Mumbai_Bandra,29,39.2,66.5,0,0,0,False,1
2023-01-09 04:00:00,Mumbai_Bandra,24,20.7,83.1,0,4,0,False,1
2023-01-09 08:00:00,Mumbai_Bandra,44,20.6,67.5,0,8,0,False,1
2023-01-09 12:00:00,Mumbai_Bandra,25,23.4,72.0,1,12,0,False,1
2023-01-09 16:00:00,Mumbai_Bandra,26,30.1,84.1,0,16,0,False,1
2023-01-09 20:00:00,Mumbai_Bandra,50,26.5,73.1,0,20,0,False,1
2023-01-10 00:00:00,Mumbai_Bandra,26,28.7,74.8,1,0,1,False,1
2023-01-10 04:00:00,Mumbai_Bandra,22,47.7,87.4,0,4,1,False,1
2023-01-10 08:00:00,Mumbai_Bandra,37,28.4,75.3,0,8,1,False,1
2023-01-10 12:00:00,Mumbai_Bandra,28,19.9,76.9,1,12,1,False,1
2023-01-10 16:00:00,Mumbai_Bandra,23,30.6,74.1,0,16,1,False,1
2023-01-10 20:00:00,Mumbai_Bandra,43,23.8,70.6,0,20,1,False,1
2023-01-11 00:00:00,Mumbai_Bandra,24,25.8,82.6,0,0,2,False,1
2023-01-11 04:00:00,Mumbai_Bandra,25,14.2,67.0,0,4,2,False,1
2023-01-11 08:00:00,Mumbai_Bandra,37,31.1,83.8,0,8,2,False,1
2023-01-11 12:00:00,Mumbai_Bandra,30,31.4,65.5,0,12,2,False,1
2023-01-11 16:00:00,Mumbai_Bandra,23,24.2,78.1,0,16,2,False,1
2023-01-11 20:00:00,Mumbai_Bandra,55,12.1,69.0,0,20,2,False,1
2023-01-12 00:00:00,Mumbai_Bandra,31,29.6,85.5,0,0,3,False,1
2023-01-12 04:00:00,Mumbai_Bandra,30,29.1,68.0,0,4,3,False,1
2023-01-12 08:00:00,Mumbai_Bandra,35,32.9,66.2,0,8,3,False,1
2023-01-12 12:00:00,Mumbai_Bandra,27,17.9,78.7,0,12,3,False,1
2023-01-12 16:00:00,Mumbai_Bandra,31,19.0,62.2,0,16,3,False,1
2023-01-12 20:00:00,Mumbai_Bandra,55,37.6,85.8,1,20,3,False,1
2023-01-13 00:00:00,Mumbai_Bandra,22,20.6,76.5,0,0,4,False,1
2023-01-13 04:00:00,Mumbai_Bandra,34,23.0,87.0,1,4,4,False,1
2023-01-13 08:00:00,Mumbai_Bandra,37,32.7,62.2,0,8,4,False,1
2023-01-13 12:00:00,Mumbai_Bandra,34,47.9,86.7,0,12,4,False,1
2023-01-13 16:00:00,Mumbai_Bandra,26,25.3,82.7,0,16,4,False,1
2023-01-13 20:00:00,Mumbai_Bandra,53,29.3,69.3,0,20,4,False,1
2023-01-14 00:00:00,Mumbai_Bandra,19,28.3,81.4,0,0,5,True,1
2023-01-14 04:00:00,Mumbai_Bandra,16,16.3,81.8,0,4,5,True,1
2023-01-14 08:00:00,Mumbai_Bandra,23,24.2,90.0,0,8,5,True,1
2023-01-14 12:00:00,Mumbai_Bandra,21,7.9,64.4,0,12,5,True,1
2023-01-14 16:00:00,Mumbai_Bandra,17,38.2,61.1,0,16,5,True,1
2023-01-14 20:00:00,Mumbai_Bandra,37,35.9,74.1,0,20,5,True,1
2023-01-15 00:00:00,Mumbai_Bandra,23,31.1,71.4,0,0,6,True,1
2023-01-15 04:00:00,Mumbai_Bandra,18,35.0,75.4,0,4,6,True,1
2023-01-15 08:00:00,Mumbai_Bandra,37,22.5,64.8,0,8,6,True,1
2023-01-15 12:00:00,Mumbai_Bandra,17,23.9,64.0,0,12,6,True,1
2023-01-15 16:00:00,Mumbai_Bandra,25,17.5,65.9,0,16,6,True,1
2023-01-15 20:00:00,Mumbai_Bandra,39,34.8,78.8,1,20,6,True,1
2023-01-16 00:00:00,Mumbai_Bandra,27,36.5,60.9,0,0,0,False,1
2023-01-16 04:00:00,Mumbai_Bandra,30,22.5,79.9,0,4,0,False,1
2023-01-16 08:00:00,Mumbai_Bandra,34,31.2,73.6,0,8,0,False,1
2023-01-16 12:00:00,Mumbai_Bandra,25,33.2,82.0,0,12,0,False,1
2023-01-16 16:00:00,Mumbai_Bandra,24,28.2,79.7,0,16,0,False,1
2023-01-16 20:00:00,Mumbai_Bandra,38,26.2,87.7,0,20,0,False,1
2023-01-17 00:00:00,Mumbai_Bandra,30,35.9,71.2,0,0,1,False,1
2023-01-17 04:00:00,Mumbai_Bandra,29,27.2,87.7,0,4,1,False,1
2023-01-17 08:00:00,Mumbai_Bandra,44,30.5,63.3,0,8,1,False,1
2023-01-17 12:00:00,Mumbai_Bandra,29,27.1,62.1,1,12,1,False,1
2023-01-17 16:00:00,Mumbai_Bandra,30,20.7,63.6,0,16,1,False,1
2023-01-17 20:00:00,Mumbai_Bandra,48,18.9,61.3,0,20,1,False,1
2023-01-18 00:00:00,Mumbai_Bandra,31,37.8,65.9,0,0,2,False,1
2023-01-18 04:00:00,Mumbai_Bandra,26,38.6,86.9,1,4,2,False,1
2023-01-18 08:00:00,Mumbai_Bandra,38,27.3,70.9,0,8,2,False,1
2023-01-18 12:00:00,Mumbai_Bandra,29,38.9,83.9,0,12,2,False,1
2023-01-18 16:00:00,Mumbai_Bandra,23,23.3,61.5,0,16,2,False,1
2023-01-18 20:00:00,Mumbai_Bandra,44,14.4,80.2,0,20,2,False,1
2023-01-19 00:00:00,Mumbai_Bandra,28,25.4,85.1,1,0,3,False,1
2023-01-19 04:00:00,Mumbai_Bandra,31,20.6,70.9,0,4,3,False,1
2023-01-19 08:00:00,Mumbai_Bandra,43,20.6,72.1,0,8,3,False,1
2023-01-19 12:00:00,Mumbai_Bandra,31,18.5,67.7,0,12,3,False,1
2023-01-19 16:00:00,Mumbai_Bandra,25,38.7,78.3,0,16,3,False,1
2023-01-19 20:00:00,Mumbai_Bandra,42,31.6,82.3,0,20,3,False,1
2023-01-20 00:00:00,Mumbai_Bandra,36,29.0,88.1,0,0,4,False,1
2023-01-20 04:00:00,Mumbai_Bandra,29,25.8,87.9,1,4,4,False,1
2023-01-20 08:00:00,Mumbai_Bandra,48,40.8,81.4,0,8,4,False,1
2023-01-20 12:00:00,Mumbai_Bandra,31,37.6,79.0,0,12,4,False,1
2023-01-20 16:00:00,Mumbai_Bandra,28,25.1,75.0,0,16,4,False,1
2023-01-20 20:00:00,Mumbai_Bandra,48,33.6,81.1,0,20,4,False,1
2023-01-21 00:00:00,Mumbai_Bandra,22,14.8,75.9,1,0,5,True,1
2023-01-21 04:00:00,Mumbai_Bandra,22,30.9,81.0,0,4,5,True,1
2023-01-21 08:00:00,Mumbai_Bandra,25,46.4,74.4,0,8,5,True,1
2023-01-21 12:00:00,Mumbai_Bandra,25,38.8,84.9,0,12,5,True,1
2023-01-21 16:00:00,Mumbai_Bandra,20,29.6,69.0,0,16,5,True,1
2023-01-21 20:00:00,Mumbai_Bandra,35,35.5,81.5,0,20,5,True,1
2023-01-22 00:00:00,Mumbai_Bandra,25,26.7,73.3,0,0,6,True,1
2023-01-22 04:00:00,Mumbai_Bandra,22,22.1,60.9,1,4,6,True,1
2023-01-22 08:00:00,Mumbai_Bandra,25,33.5,87.2,0,8,6,True,1
2023-01-22 12:00:00,Mumbai_Bandra,24,25.7,89.7,1,12,6,True,1
2023-01-22 16:00:00,Mumbai_Bandra,23,30.8,81.6,0,16,6,True,1
2023-01-22 20:00:00,Mumbai_Bandra,40,31.6,82.3,0,20,6,True,1
2023-01-23 00:00:00,Mumbai_Bandra,26,29.8,63.7,1,0,0,False,1
2023-01-23 04:00:00,Mumbai_Bandra,26,42.0,82.9,0,4,0,False,1
2023-01-23 08:00:00,Mumbai_Bandra,36,37.9,66.4,0,8,0,False,1
2023-01-23 12:00:00,Mumbai_Bandra,24,27.9,64.4,0,12,0,False,1
2023-01-23 16:00:00,Mumbai_Bandra,31,34.5,78.5,0,16,0,False,1
2023-01-23 20:00:00,Mumbai_Bandra,47,26.8,85.8,0,20,0,False,1
2023-01-24 00:00:00,Mumbai_Bandra,27,30.9,63.4,0,0,1,False,1
2023-01-24 04:00:00,Mumbai_Bandra,31,23.5,85.0,1,4,1,False,1
2023-01-24 08:00:00,Mumbai_Bandra,43,21.0,80.2,0,8,1,False,1
2023-01-24 12:00:00,Mumbai_Bandra,23,27.8,61.6,0,12,1,False,1
2023-01-24 16:00:00,Mumbai_Bandra,30,22.3,77.8,0,16,1,False,1
2023-01-24 20:00:00,Mumbai_Bandra,48,33.9,76.1,0,20,1,False,1
2023-01-25 00:00:00,Mumbai_Bandra,27,33.5,69.3,0,0,2,False,1
2023-01-25 04:00:00,Mumbai_Bandra,25,38.4,88.9,0,4,2,False,1
2023-01-25 08:00:00,Mumbai_Bandra,37,39.8,73.9,0,8,2,False,1
2023-01-25 12:00:00,Mumbai_Bandra,31,13.9,61.9,0,12,2,False,1
2023-01-25 16:00:00,Mumbai_Bandra,30,47.8,90.0,0,16,2,False,1
2023-01-25 20:00:00,Mumbai_Bandra,38,47.2,65.9,0,20,2,False,1
2023-01-26 00:00:00,Mumbai_Bandra,27,35.3,83.6,0,0,3,False,1
2023-01-26 04:00:00,Mumbai_Bandra,24,21.2,89.6,0,4,3,False,1
2023-01-26 08:00:00,Mumbai_Bandra,36,31.8,87.0,0,8,3,False,1
2023-01-26 12:00:00,Mumbai_Bandra,28,14.7,61.0,1,12,3,False,1
2023-01-26 16:00:00,Mumbai_Bandra,27,28.9,76.5,0,16,3,False,1
2023-01-26 20:00:00,Mumbai_Bandra,49,26.7,84.4,0,20,3,False,1
2023-01-27 00:00:00,Mumbai_Bandra,29,36.8,67.2,0,0,4,False,1
2023-01-27 04:00:00,Mumbai_Bandra,27,37.4,62.0,0,4,4,False,1
2023-01-27 08:00:00,Mumbai_Bandra,47,29.7,85.8,0,8,4,False,1
2023-01-27 12:00:00,Mumbai_Bandra,23,29.9,83.4,0,12,4,False,1
2023-01-27 16:00:00,Mumbai_Bandra,23,17.6,89.0,0,16,4,False,1
2023-01-27 20:00:00,Mumbai_Bandra,42,31.3,68.5,0,20,4,False,1
2023-01-28 00:00:00,Mumbai_Bandra,14,9.5,65.6,0,0,5,True,1
2023-01-28 04:00:00,Mumbai_Bandra,15,39.6,81.8,0,4,5,True,1
2023-01-28 08:00:00,Mumbai_Bandra,24,17.9,64.1,0,8,5,True,1
2023-01-28 12:00:00,Mumbai_Bandra,21,36.7,88.5,0,12,5,True,1
2023-01-28 16:00:00,Mumbai_Bandra,23,33.4,64.7,0,16,5,True,1
2023-01-28 20:00:00,Mumbai_Bandra,29,28.4,83.9,0,20,5,True,1
2023-01-29 00:00:00,Mumbai_Bandra,22,31.8,86.8,0,0,6,True,1
2023-01-29 04:00:00,Mumbai_Bandra,17,18.6,75.0,0,4,6,True,1
2023-01-29 08:00:00,Mumbai_Bandra,25,34.1,89.4,1,8,6,True,1
2023-01-29 12:00:00,Mumbai_Bandra,14,41.8,74.6,0,12,6,True,1
2023-01-29 16:00:00,Mumbai_Bandra,20,20.8,77.7,0,16,6,True,1
2023-01-29 20:00:00,Mumbai_Bandra,36,24.9,80.1,0,20,6,True,1
2023-01-30 00:00:00,Mumbai_Bandra,33,33.1,62.4,0,0,0,False,1
2023-01-30 04:00:00,Mumbai_Bandra,30,25.2,66.8,0,4,0,False,1
2023-01-30 08:00:00,Mumbai_Bandra,34,29.6,60.4,1,8,0,False,1
2023-01-30 12:00:00,Mumbai_Bandra,22,24.8,81.0,0,12,0,False,1
2023-01-30 16:00:00,Mumbai_Bandra,28,13.7,88.5,0,16,0,False,1
2023-01-30 20:00:00,Mumbai_Bandra,53,31.3,71.8,0,20,0,False,1
2023-01-31 00:00:00,Mumbai_Bandra,28,25.7,89.7,0,0,1,False,1
2023-01-31 04:00:00,Mumbai_Bandra,27,39.0,81.1,0,4,1,False,1
2023-01-31 08:00:00,Mumbai_Bandra,36,38.4,67.7,0,8,1,False,1
2023-01-31 12:00:00,Mumbai_Bandra,25,16.4,68.2,0,12,1,False,1
2023-01-31 16:00:00,Mumbai_Bandra,24,24.1,70.2,1,16,1,False,1
2023-01-31 20:00:00,Mumbai_Bandra,44,11.7,87.0,0,20,1,False,1
2023-02-01 00:00:00,Mumbai_Bandra,23,29.1,62.7,0,0,2,False,2
2023-02-01 04:00:00,Mumbai_Bandra,26,15.4,68.9,0,4,2,False,2
2023-02-01 08:00:00,Mumbai_Bandra,33,-0.8,82.1,0,8,2,False,2
2023-02-01 12:00:00,Mumbai_Bandra,31,17.2,68.8,0,12,2,False,2
2023-02-01 16:00:00,Mumbai_Bandra,31,26.1,60.8,0,16,2,False,2
2023-02-01 20:00:00,Mumbai_Bandra,43,29.1,86.2,0,20,2,False,2
2023-02-02 00:00:00,Mumbai_Bandra,26,34.9,61.0,1,0,3,False,2
2023-02-02 04:00:00,Mumbai_Bandra,24,39.3,67.5,0,4,3,False,2
2023-02-02 08:00:00,Mumbai_Bandra,37,35.8,86.1,0,8,3,False,2
2023-02-02 12:00:00,Mumbai_Bandra,26,11.1,76.9,0,12,3,False,2
2023-02-02 16:00:00,Mumbai_Bandra,34,34.9,83.9,0,16,3,False,2
2023-02-02 20:00:00,Mumbai_Bandra,53,31.5,81.1,0,20,3,False,2
2023-02-03 00:00:00,Mumbai_Bandra,27,30.3,71.1,0,0,4,False,2
2023-02-03 04:00:00,Mumbai_Bandra,28,26.8,68.1,0,4,4,False,2
2023-02-03 08:00:00,Mumbai_Bandra,46,16.1,86.1,0,8,4,False,2
2023-02-03 12:00:00,Mumbai_Bandra,22,38.0,83.1,0,12,4,False,2
2023-02-03 16:00:00,Mumbai_Bandra,20,29.7,77.3,0,16,4,False,2
2023-02-03 20:00:00,Mumbai_Bandra,43,11.3,64.6,0,20,4,False,2
2023-02-04 00:00:00,Mumbai_Bandra,20,20.8,76.6,0,0,5,True,2
2023-02-04 04:00:00,Mumbai_Bandra,21,30.2,82.8,0,4,5,True,2
2023-02-04 08:00:00,Mumbai_Bandra,26,25.5,76.8,0,8,5,True,2
2023-02-04 12:00:00,Mumbai_Bandra,20,39.6,85.1,0,12,5,True,2
2023-02-04 16:00:00,Mumbai_Bandra,20,39.6,72.7,0,16,5,True,2
2023-02-04 20:00:00,Mumbai_Bandra,33,30.7,76.6,0,20,5,True,2
2023-02-05 00:00:00,Mumbai_Bandra,22,37.7,81.8,1,0,6,True,2
2023-02-05 04:00:00,Mumbai_Bandra,18,29.0,63.1,0,4,6,True,2
2023-02-05 08:00:00,Mumbai_Bandra,29,26.2,78.6,0,8,6,True,2
2023-02-05 12:00:00,Mumbai_Bandra,19,27.3,76.4,0,12,6,True,2
2023-02-05 16:00:00,Mumbai_Bandra,22,41.8,83.7,0,16,6,True,2
2023-02-05 20:00:00,Mumbai_Bandra,27,35.3,62.8,0,20,6,True,2
2023-02-06 00:00:00,Mumbai_Bandra,29,12.3,71.3,0,0,0,False,2
2023-02-06 04:00:00,Mumbai_Bandra,31,30.1,85.9,0,4,0,False,2
2023-02-06 08:00:00,Mumbai_Bandra,47,33.5,75.6,0,8,0,False,2
2023-02-06 12:00:00,Mumbai_Bandra,27,58.1,67.8,1,12,0,False,2
2023-02-06 16:00:00,Mumbai_Bandra,31,41.2,87.4,0,16,0,False,2
2023-02-06 20:00:00,Mumbai_Bandra,51,17.6,66.3,0,20,0,False,2
2023-02-07 00:00:00,Mumbai_Bandra,25,41.5,80.5,0,0,1,False,2
2023-02-07 04:00:00,Mumbai_Bandra,26,29.8,74.4,0,4,1,False,2
2023-02-07 08:00:00,Mumbai_Bandra,46,22.1,70.4,0,8,1,False,2
2023-02-07 12:00:00,Mumbai_Bandra,22,12.0,73.0,0,12,1,False,2
2023-02-07 16:00:00,Mumbai_Bandra,25,34.2,63.0,0,16,1,False,2
2023-02-07 20:00:00,Mumbai_Bandra,50,21.0,63.8,1,20,1,False,2
2023-02-08 00:00:00,Mumbai_Bandra,26,24.3,81.2,0,0,2,False,2
2023-02-08 04:00:00,Mumbai_Bandra,31,31.4,62.6,1,4,2,False,2
2023-02-08 08:00:00,Mumbai_Bandra,46,21.8,89.3,0,8,2,False,2
2023-02-08 12:00:00,Mumbai_Bandra,26,31.2,76.9,0,12,2,False,2
2023-02-08 16:00:00,Mumbai_Bandra,26,35.2,78.6,0,16,2,False,2
2023-02-08 20:00:00,Mumbai_Bandra,53,21.9,83.3,0,20,2,False,2
2023-02-09 00:00:00,Mumbai_Bandra,35,18.2,63.7,1,0,3,False,2
2023-02-09 04:00:00,Mumbai_Bandra,31,19.0,78.7,0,4,3,False,2
